MENU ,Paket Jumbo,"250,000",2 Medium HT Premium + 2 Bread Sticks + 2 Spaghetti + 2 Chicken wings (5pcs)/Crispy schicken strips (4pcs),https://img.foodspot.co.id/restaurant//dominos/baru/papi-duo-cheeseburst.jpg,
RESTAURANT,Richesse Factory,"-8.638832, 115.208588'",Richeese Factory Nangka Bali,https://aliefworkshop.files.wordpress.com/2013/12/richeese-factory-1.jpg,richeese@fresto.com
MENU ,Combo 1 Fire Chicken,"42,000",1 Fire Chicken + Drink 16 Oz + Rice,https://www.richeesefactory.com/sites/default/media/library/combospecial-1-fc.png,
MENU ,Combo Fire Wings,"42,000",4 Fire Wings + Drink 16 Oz + Rice,https://www.richeesefactory.com/sites/default/media/library/combospecial-4-firewings.png,
MENU ,Fire French Fries,"26,000",French fries with cheese sauce and BBQ auce (Level 0 and Level 1),https://www.foodierate.com/uploads/profile/98/fullsize/983WG685dadd808aff20_richeese-factory-french-fries.jpg,
MENU ,Prospericheese Burrito Bowl ,"34,000",1 prospericheese burrito bowl (Level 0-1) ,https://s3-ap-southeast-1.amazonaws.com/asset1.gotomalls.com/uploads/news/translation/2020/01/MX0BOct5ITl8ur3_-promo-prospericheese-at-richeese-factory-1579175096_1.jpg,
MENU ,Kids Meal- Crispy Chicken Bites,"45,000","2 Pcs Crispy chicken bites, rice, drink and gimmick",https://www.richeesefactory.com/sites/default/media/library/kids-meal-web-chrispy-chicken-bg-polos-png-480x380px.png,
MENU ,Potato Pom Pom La Carte,"15,000",15 pcs potato pom pom,https://cdns.klimg.com/merdeka.com/i/w/news/2019/04/18/1073261/670x335/resep-pompom-potato-yang-rasanya-keju-banget.jpg,
MENU ,Combo Duo Fire Chicken ,"58,000",2 fire chicken + Drink 16 Oz + Rice,https://www.richeesefactory.com/sites/default/media/library/combospecial-2-fc.png,
RESTAURANT,Toro Sushi ,"-8.508280, 115.264371'",Toro Sushi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnTNv9fC4xeOqKsAk5D8BOWCO74xBqg2jQtCix-ePOtoZrGCJunOlQHNE&s,toro_sushi@fresto.com
MENU ,Spicy Tuna roll,"62,500","Marinated tuna with sauce, cucumber, finish with spicy mayo",https://www.myttcafe.com/wp-content/uploads/2018/09/SPICY_TUNA_ROLL-1-416x312.jpg,
MENU ,Red Dragon,"105,000","Cream cheese, avocado, shrimp tempura, top with tuna, finish with spicy mayo",https://i.pinimg.com/236x/dd/3a/af/dd3aafa8e51fc7a0edefe04feeb0e430--dragon-sushi-red-dragon.jpg,
MENU ,Sushi Sashimi Dinner,"205,000","Come with spicy tuna roll five deferent nigiri, four deferent sashimi",https://image.zmenu.com/large/640530/20141031064935114974.jpg,
MENU ,Tuna Tartar,"95,000",Marinated tuna over sliced cucumber and ponzu sauce,https://choosingchia.com/jessh-jessh/uploads/2015/03/tunatarare.jpg,
MENU ,Sashimi Sampler,"165,000",A variety of four deferent fish,https://s3-media0.fl.yelpcdn.com/bphoto/iYxneDRw7Hvw1MSCfRq3dg/o.jpg,
MENU ,Seafood Salad,"78,780","Mix seafood, tomato, over big mix salad on home made dressing",http://www.seafareinn.net/wp-content/uploads/2019/10/seafood-salad-106682-1.jpeg,
RESTAURANT,Nomad ,"-8.507890, 115.264532'",Restoran Kasual Khas Bali,https://scontent.fjog3-1.fna.fbcdn.net/v/t1.0-9/20604595_10156411752208448_6458033054431373697_n.jpg?_nc_cat=101&_nc_oc=AQksyTjUKv4zkAG-4otKRSUdm9_7GvyVooOHXxB6bwXhCkHNZ3Dxk4cRpDOBH4i95sw&_nc_ht=scontent.fjog3-1.fna&oh=6fdf3d507a2499e3afce98ba0e65a4ce&oe=5ED6544B,nomad@fresto.com
MENU ,Tuna Fillet Steak,"107,800","A fresh caught 200gr tuna steak, pan seared to perfection with coriander crusted on top. Served on the bed of stir-fried mixed vegetables and roasted garlic potato cake",https://www.kansascitysteaks.com/dyn-images/pdp_hero/Tuna_NoBkg_SU18-ace69573ecec032d883081de04381d29.jpg,
MENU ,Banana Cream Caramel,"33,000",Chilled banana cream caramel with whipped cream and mixed fruit comport,https://www.melskitchencafe.com/wp-content/uploads/2013/05/banana-pudding-trifle2.jpg,
MENU ,Nomad Style Martabak,"50,600","Homemade minced pork and mixed vegetables, wrapped within a deliciosly thin pastry",https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/11/Resep-Martabak-telur.jpg?fit=1300%2C1235&ssl=1,
MENU ,Fresh Prawn Laksa,"52,800","Seared Black Tiger Prawn in a homemade Malaca Laksa, bean sprout with glass nodles, cilantro and lemon",https://images.squarespace-cdn.com/content/v1/5ae2b8fdf93fd4d57303a71d/1524858317331-TD15GJ1AISNPYKM2ZZZQ/ke17ZwdGBToddI8pDm48kA9rhCjhJUYcQpKsBaLXN1ZZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PIye_uGeP4isZUnhF2J4BSLX0iSmbQA7pLf20f1CNe8SkKMshLAGzx4R3EDFOm1kBS/prawn-laksa-750.jpg?format=750w,
MENU ,Ravioli Bolognaise,"83,600",Homemade spinach ravioli stuffed with minced beef and red wine bolognese sauce,https://www.womenfitness.net/wp/wp-content/uploads/2016/12/Ravioli-in-Bolognese-Sauce.jpeg,
MENU ,Beef Tenderloin Steak ,"126,500","Grilled beef tenerloin on bed of mixed wild mushroom, confit cherry tomatoes, chat potato with cinnamon ju",https://www.tasteofhome.com/wp-content/uploads/2018/01/Tenderloin-Steak-Diane_exps91317_SD142780D08_15_6bC_RMS-696x696.jpg,
RESTAURANT,Oops Restaurant & Bar,"-8.507212, 115.263613'",Oops restaurant and Bar,https://scontent.fjog3-1.fna.fbcdn.net/v/t1.0-9/10311917_683414408372563_5903236445646484341_n.jpg?_nc_cat=109&_nc_oc=AQn_Anj1McEhekx0ZzvGlKuL8efFm6oCuSp0CgZ8sEuRNLoPYbi5L0gfyX4Vnr2LwLA&_nc_ht=scontent.fjog3-1.fna&oh=4ee67833752be4bfa52963209e0cee51&oe=5E9FABF0,oops@fresto.com
MENU ,Asian Sesame Tuna,"75,000","Seared sesame crusted , organic mixed leaves, shimeji mushroom and cherry tomatoes with sweet sour ginger lime dressing",https://www.goodchefbadchef.com.au/wp-content/uploads/2018/01/GCBC10_EP11_Asian-Sesame-Marinated-Tuna-Steak-700x404.jpg,
MENU ,Tom Yum,"65,000","Spicy thai and lemongrass broth with shimeji mushroom, prawn and calamari",https://en.wikipedia.org/wiki/File:Tom_yam_kung_maenam.jpg,
MENU ,Pork Belly,"75,000","Infused slow cooked pork belly served with homemade apple compote, red radish pickle and cucumber pickle",http://www.supplierdagingbabi.com/wp-content/uploads/2018/04/SamCan-Garing-supplierdagingbabi.com_.jpg,
MENU ,Baby Octopus,"75,000","BBQ marinated baby octopus served with potato chip, red radish and baby rucolla",https://www.sushiseafood.com/uploads/201712916/p201706291156062503057.jpg,
MENU ,Mie Goreng,"60,000","Classic Indonesia stir fried egg noodles with chicken, vegetables and sliced omellete sides with oops homemade sambal",https://cdn0-production-images-kly.akamaized.net/4beAXbGeFq8pLP60eYXlG1dTZcU=/640x360/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2964333/original/040327100_1573470874-15876789_791554644317395_266044254432788480_n.jpg,
MENU ,Surf N Turf Platter,"80,000",Rosemary tuna bruschetta and striploin pesto bruschetta,https://shop.danddlondon.com/wp-content/uploads/sites/48/2018/08/New-Street-Grill-August-2018-71.jpg,
RESTAURANT,Warung Siam ,"-8.508946, 115.264328'",Warung Siam Ubud,https://media-cdn.tripadvisor.com/media/photo-s/07/e1/b7/02/warung-siam.jpg,warung_siam@fresto.com
MENU ,Som Tam Thai,"49,900","Fresh pick  green papaya and crrot salad combined with dried shrimp, long bean , tomato, roasted peanut admixed with sweet and sour chili lime dressing",https://c.ndtvimg.com/1hkfbvu_som-tam-salad_625x300_04_September_18.jpg,
MENU ,Guay Teaw Lui Suan,"57,500",Rice Paper roll stuffed shrimp and mixed vegetable served with chili sauce,https://www.hotfrommyoven.com/wp-content/uploads/2018/02/Kuay-Teow-Lui-Suan.png,
MENU ,Moo Ping ,"51,750","Grilled slice pork skewers served with sweet chili sauce, an easy and quick start ",https://media-cdn.tripadvisor.com/media/photo-s/0a/6f/d8/b4/moo-ping-combo-6-skewers.jpg,
MENU ,Yam Woon Sen ,"74,750",Shrimp and mined chicken vermicelli salad of fresh vegetable with spicy salad dressing,http://cdn.cookmap.com/media/W1siZiIsIjIwMTMvMTEvMjcvMDZfMjRfNDNfMTc4X2IyYTk0MjgwNjEwZGU5M2E1N2ZjZjZiYTI1M2U4MWZhIl0sWyJwIiwiY29udmVydCIsIi1hdXRvLW9yaWVudCJdLFsicCIsInRodW1iIiwiNDAweCJdLFsiZSIsImpwZyIsIi1zdHJpcCAtcXVhbGl0eSA4MCJdXQ.jpg,
MENU ,Peek Gai Tra Krai,"51,750",Deep fried in style chicken wing admixed salt served with sweet chili sauce,https://i.pinimg.com/236x/d5/89/5f/d5895f77c7825055a6418fa9b9cdc103--fried-chicken-wings-thaifood.jpg,
MENU ,Gai Hor Bai Toey,"51,450",Perfectly sliced chicken and wrapped in style with pandanus leaf served with sesame sauce,https://siamsizzles.com/wp-content/uploads/2015/07/chicken-in-pandan-leaves-979x651.jpg,
RESTAURANT,Locavore,"-8.510165, 115.263507'",Restaurant Fine Dining di daerah ubud,https://scontent.fjog3-1.fna.fbcdn.net/v/t31.0-8/1277696_162879677242281_373204678_o.png?_nc_cat=108&_nc_oc=AQkH5ykUVPfz7y82rBGAQ-zAxGLbF6uEaiHXDkKaHavlCGT43nGYYB7H98jfWrpcvvo&_nc_ht=scontent.fjog3-1.fna&oh=4e4bafc270985cba9d56d3e79387662a&oe=5E931A98,locavore@fresto.com
MENU ,BBQ Pulled Pork,"123,000","Slow cooked pork shoulder, bearbecue sauce, coleslaw, pickled jalapenos, sesame seed bun",https://images.squarespace-cdn.com/content/v1/5ab4ed46b98a78c4b66e671f/1522498669017-74NP8K8I78D4NSU6FFSJ/ke17ZwdGBToddI8pDm48kCcGvo-gwKe3VLjTQR-444BZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PI0wH6hTpZfvgor8OsJf8ZQ_lGpCvLaYiqC_t2dlWbSjMKMshLAGzx4R3EDFOm1kBS/slow-cooker-spicy-bbq-pulled-pork-2.jpg?format=1000w,
MENU ,Mac N Cheese,"79,000","Elbow pasta, cheese sauce, green onion",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Original_Mac_n_Cheese_.jpg/800px-Original_Mac_n_Cheese_.jpg,
MENU ,French Fries,"36,000",Fried hand cut potato's,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/intisarifoto/original/32632_usut-asal-sejarah-unik-di-balik-french-fries.jpg,
MENU ,Waffle Chicken,"128,000","Crispy chicken, savoury waffle, chicken gravy, fermented chili sauce, pickled jalapeno",https://spicysouthernkitchen.com/wp-content/uploads/chicken-n-waffles-6.jpg,
MENU ,Burger,"143,000","Beef paty, crispy bacon, cheddar cheese, sliced tomato, secret sauce, grilled onions, barbecue sauce, sesame seed bun",https://cdn.idntimes.com/content-images/community/2019/06/burger-national-hamburger-day-ft-blog0619-8998af18d10d8297bf5f87645f57329b_600x400.jpg,
MENU ,Coleslaw ,"50,000","Cabbage, shallot, green onion, mayonnaise",https://www.cookingclassy.com/wp-content/uploads/2018/06/coleslaw-recipe-2-768x1152.jpg,
RESTAURANT,Three Monkeys,"-8.513988, 115.260787'",Kafe Dengan Lokasi Pameran Seni,https://scontent.fjog3-1.fna.fbcdn.net/v/t1.0-9/10945539_951979024845576_6250365869574192889_n.jpg?_nc_cat=105&_nc_oc=AQl2tvIK6S_q8_0z5gjvjhV2ny0jDSM6QiF-pk13wzQpvu_GNacNxdkGihnUx7jRLtM&_nc_ht=scontent.fjog3-1.fna&oh=e48a16d06c1c689897c0b90b230135c0&oe=5ED63CCC,three_monkeys@fresto.com
MENU ,Tuna Teriyaki ,"204,000","Tuna, viatnemese style salad, coconut rice",https://www.savoryexperiments.com/wp-content/uploads/2013/04/Teriyaki-Tuna-2.jpg,
MENU ,Lime Grilled Prawns,"189,000",Green papaya and mango salad spicy thai style dressing,https://tasteandsee.com/wp-content/uploads/2018/06/Grilled-Chili-Lime-Shrimp-OT-plate-good.jpg,
MENU ,Lamb kefte,"198,000","Tomato mint salad, tzatzki, melanzana rustica, zaatar, grilled morrocan bread",https://www.carolinescooking.com/wp-content/uploads/2018/07/lamb-kofte-photo.jpg,
MENU ,Nasi Bakar,"52,000",Fragrant rice grilled in banana leaf,https://cdns.klimg.com/merdeka.com/i/w/news/2019/02/28/1055909/670x335/cara-membuat-nasi-bakar-teri-tongkol-pedas-beraroma-kemangi.jpg,
MENU ,Bebek Betutu Komplit,"198,000","Duck roasted with smoky balinese spices, traditional green vegetables urab, spicy soup, fragrant yellow rice",https://cdn.water-sport-bali.com/wp-content/uploads/2012/10/Ayam-Betutu-Gilimanuk.jpg,
MENU ,Jukut Ares ,"154,000","Balinese spiced broth with minced chicken dumplings and young banana tree shoots, served with tuna sate and sweet corn rice",https://kintamaniid-a903.kxcdn.com/wp-content/uploads/jukut-ares-bali-3-1024x683.jpg,
RESTAURANT,Bridges Bali,"-8.505042, 115.254219'",Tempat makan Dengan Menu Tradisional,http://thefoodescape.com/wp-content/uploads/2016/04/DSC6833-8-49.jpg,bridges_bali@fresto.com
MENU ,Pepes Ikan,"95,000","Diced barramundi and prawn wrapped in singkong leaves and aromatic lemon basil,steamed then grilled in banana leaves",https://pict.sindonews.net/dyn/620/jabar/news/2019/06/29/3/8225/begini-cara-membuat-pepes-ikan-mujair-yang-nikmat-txg.jpg,
MENU ,Yellow Fish Curry,"95,000",Indonesian yellow curry with fresh barramundi and lemon infused basil served with baked eggplant jicama pickles and yellow rice,https://img.taste.com.au/MXePy0ym/w643-h428-cfill-q90/taste/2016/11/thai-yellow-curry-seafood-chowder-105006-1.jpeg,
MENU ,Sate kelapa,"110,000",Beef tenderloin marinated in a mild spice paste with freshly grated coconut served with peanut sauce ,https://flohomerecipes.files.wordpress.com/2017/03/picsart_03-13-07-05-06.jpg,
MENU ,Brongkos,"90,000","Beef cooked untul tender in a rich, spicy coconut milk curry served with urab",https://img-k.okeinfo.net/content/2017/11/10/298/1811913/brongkos-kuliner-indonesia-dari-jawa-tengah-yang-nikmat-berbumbu-kluwek-coba-juga-resepnya-AiT77cRPEl.jpg,
MENU ,Red Curied Chicken,"95,000",Slow-cooced chickhen leg made tender in a aromatic red curry sauce served over crisp vegetables and curried pineapple with yellow rice on the side,http://3.bp.blogspot.com/-_KQa3rmDhVo/VW711IKwu-I/AAAAAAAC4Cs/GPvvTs1wQZE/s1600/1.JPG,
MENU ,Gadon Daging,"60,000","Seasoned minced beef and coconut custard, wrapped and steamed in banana leaves served with emping golden shallots",http://3.bp.blogspot.com/-KIxRkihO308/VZAC4hEZV8I/AAAAAAAAE-U/-eJIHRFrwtI/s640/Resep%2BGadon%2BDaging.jpg,
RESTAURANT,Kebun Bistro,"-8.513597, 115.264216'",Restoran Bernuansa Taman,https://kintamaniid-a903.kxcdn.com/wp-content/uploads/Kafe-Kebun-Bistro-Ubud-2.jpg,kebun_bistro@fresto.com
MENU ,Roasted Asparagus,"70,000","Cherry tomato, hard boiled egg white, fresh herb and olive oil",https://3.bp.blogspot.com/_L_3iC0zfdoo/SSc7eJ5JytI/AAAAAAAAKIA/IOYtakYK4mU/s400/IMG_1404.JPG,
MENU ,Gambas AL Ajillo,"145,000",Ten plump prawns sizzling in olive oil & garlic with ripped baguette,https://cdn02.indozone.id/re/content/2019/11/18/M7sAen/t_5dd397c9a6637.jpg?w=700&q=85,
MENU ,Farmer Board,"115,000","Imported cheese, proscuitto, salami, capsicum, olives & ripped baguette",https://www.kcur.org/sites/kcur/files/styles/medium/public/201905/the_rieger_charcuterie_0.jpg,
MENU ,Bruscherra Trio,"60,000","Topped with fresh tomato salsa, olive tapenade and sunflower basil pesto",https://iwanttoeatthis.files.wordpress.com/2019/05/image-4.jpg,
MENU ,Arancini Balls,"60,000",Crispy Risotto balls filet with savory mozzarella,https://assets.tmecosys.com/image/upload/t_web600x528/img/recipe/vimdb/22634.jpg,
MENU ,Escargots,"55,000",With Parmesan Cheese & ripped baguette,https://assets.epicurious.com/photos/57a8adfbb10b4fb03f234f37/6:4/w_620%2Ch_413/escargots-a-la-bourguignonne.jpg,
RESTAURANT,KAFE,"-8.513955, 115.264163'",Kafe Dengan Musik Life dan Layanan Antar,https://www.kintamani.id/wp-content/uploads/Kafe-Ubud-Bali-5.jpg,kafe@fresto.com
MENU ,Spinach Mushroom Omelette,"39,000",Sauted spinach & mushrooms with shallot and feta,https://www.landolakes.com/RecipeManagementSystem/media/Recipe-Media-Files/Recipes/Retail/x17/20249-spinach-mushroom-omelet-600x600.jpg?ext=.jpg,
MENU ,Rucola Eggs,"40,000","Screambled eggs atop a bed of fresh rucola, sprinkled with parmesan cheese",https://www.lurpak.com/optimized/variable-medium/globalassets/brousketes-me-cottage-arla-protein-landscape-1-of-1.jpg,
MENU ,Luxury Morning Sandwich,"42,000","A toasted croissant filled with scrambled eggs, cheese, grilled tomato and fresh tomato",https://www.ladylux.com/images/made/images/articles/banh_mi_418_314_c1.jpeg,
MENU ,Breakfast Burrito,"43,000","Screambled eggs with avocado, salsa, sour cream and cheese served in a tortila with a side of refried beans",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/delish-breakfast-burrito-horizontaljpg-1541624805.jpg?resize=768:*,
MENU ,Grilled Veggie Egg Screambled,"39,000",Mixed veggie and feta,https://www.everydayeileen.com/wp-content/uploads/2018/01/Untitled-design-13.jpg,
MENU ,2 Eggs Any Style,"26,000","Boiled, fried or sscrambled",https://i.pinimg.com/236x/2b/52/c9/2b52c9472f542d0827ae086431aa90ef--the-americans--eggs.jpg,
RESTAURANT,Cloud Nine Ubud Pub and Co,"-8.486979, 115.253243'",Cloud Nine Ubud Pub and Co,https://d1sag4ddilekf6.cloudfront.net/Merchants/6-CY4EDE6CMEDBA2/photos/8ec1e634f25e48389175e9f09b1cd4f0_1574419658401291683.jpg,cloud_nine@fresto.com
MENU ,Kimchi Fried rice,"44,000",Fried Rice with homemade kimchi,https://data.thefeedfeed.com/static/2019/08/26/15668442505d64255ad5865.png,
MENU ,Bulgogi Bibimbap,"64,900",Coose spicy gochujang sauce or sweet soy sauce,https://lbrisbo.files.wordpress.com/2012/01/bibimbap.jpg,
MENU ,Bulgogi Rice,"62,700",Marinated beef tenderloin in soy saue and honey with rice,https://images.summitmedia-digital.com/yummyph/images/2017/12/06/beef-bulgogi-topping.jpg,
MENU ,Omelet Rice,"42,900",Fried rice with various veggie and wrapped with egg ,https://blogunik.com/wp-content/uploads/2017/12/resep-omurice.jpg,
MENU ,Gimbap,"31,000",Korean dry seaweed fice roll,https://www.maangchi.com/wp-content/uploads/2017/03/gimbap.jpg,
MENU ,Banban Pop Chicken ,"86,900",Pop Chicken and spicy pop chicken with french fries,https://img1.wsimg.com/isteam/ip/d6a3e7a7-e920-4711-bf09-856dd846af78/5353a482-744b-49da-ab80-a67e7a7ba7ee.JPG/:/rs=w:1280,
RESTAURANT,Chi-Mu,"-8.625662, 115.229643'",Warung Chi-Mu,https://baliklik.com/wp-content/uploads/2018/10/ching.jpg,chi_mu@fresto.com
MENU ,Nasi Goreng Udang,"27,000","Fried rice with selected spices plus chicken slices, omelette and shrimp",https://pict.sindonews.net/dyn/620/content/2018/05/07/185/1303557/resep-sarapan-nasi-goreng-udang-kepiting-z94.jpg,
MENU ,Cap-cay Kuah,"28,000","Vegetables sauteed with selected herbs such as carrots, mushrooms, cabbage, mustard added with sausage and chicken slices",https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/novafoto/original/81452_minggu-siang-masak-capcay-kuah-bakso-jamur-saja.jpg,
MENU ,Udang Asam Manis,"44,000",Crispy fried shrimp mixed with homemade sauce with sweet and sour taste,https://moondoggiesmusic.com/wp-content/uploads/2019/11/udang-asam-manis.jpg,
MENU ,Gurami Pedas Manis,"55,000","Fried carp fish sauteed with a choice of spices and the taste of a spicy and sweet sauce, sprinkled with onions",https://i1.wp.com/widhiaanugrah.com/wp-content/uploads/2015/02/Resep-Masakan-Gurame-Asam-Pedas-Enak1.jpg,
MENU ,Es Buah,"10,000","Fresh drinks with various pieces of fruit, mixed with ice cubes and syrup with nata de coco",https://www.masakmudah.net/wp-content/uploads/2019/05/Resep-Masakan-Membuat-Es-Buah-atau-Sop-Buah-Segar-dan-Spesial-masakmudah.jpg,
MENU ,Lemon Tea,"9,000",Fresh drinks with lemon and tea flavor,https://img3.ralali.id/mediaflex/280/assets/img/Libraries/265738_Lemon-Tea_PRP58NvY2euNSymL_1552530921.jpg,
RESTAURANT,Pizza Hut,"-8.635144, 115.175570'",Pizza Hut Delivery- PHD Indonesia,https://img2.pngdownload.id/20180807/wo/kisspng-pizza-hut-logo-symbol-food-fair-lakes-pizza-hut-5b693b93c0d2c3.3095130015336231877898.jpg,pizza_hut@fresto.com
MENU ,Big Box ,"210,000","Large Pan pizza, beef spaghetti, Mac 'N Cheese, garlic bread, potato wedges, sausage pastry rolls, choco puff",https://scontent.fjog3-1.fna.fbcdn.net/v/t31.0-8/19956154_1813050575376329_1422823705327401936_o.jpg?_nc_cat=110&_nc_oc=AQliCvF5R8g4mj8csi_ODOoMPcY1iKm_TOwwNNogNzEC2nrMbzb-T4QSgJJsZKoi0DY&_nc_ht=scontent.fjog3-1.fna&oh=46d642d6437f8d8d672e13db39c91121&oe=5EDBA149,
MENU ,Double Box Pan Pizza Regular,"155,000",2 Pizza pan regular,https://pizzahutid.s3.amazonaws.com/menu/Doublebox_20171205.png,
MENU ,Black Pan Pizza Regular Pepproni,"93,000",Pepproni beef and tomato pizza sauce,https://makanterusss.files.wordpress.com/2019/11/image.jpg?w=1000,
MENU ,Cheesybites Personal Meat Monsta,"61,000","Beef sausage, smoked beef, minced beef, mushroom, cheese sauce, beef bites",https://i0.wp.com/hatta-shani.com/wp-content/uploads/2018/03/APHD4.jpg,
MENU ,Stuffed Crust Sausage American Favourite,"152,000","Beef pepproni, minced beef with mushroom",https://kooliner.com/blog/wp-content/uploads/2017/07/new-deluxe-cheese.jpg,
